id_unidade,codigo,nome_unidade,sigla,municipio,id_unidade_gestora,unidade_gestora,id_unidade_responsavel,unidade_responsavel,hierarquia,data_criacao,classificacao_unidade,nivel_organizacional,ambiente_organizacional_unidade,tipo_unidade_organizacional,area_atuacao_unidade
6158,141810,LABORATORIO DE SENSORIAMENTO E CONTROLE,LABSENS/LECA,NATAL,445,CENTRO DE TECNOLOGIA,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,.445.56.6158.,31/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6206,170004,LABORATORIO DE SIMULACAO COMPUTACIONAL,LSC/DBF,NATAL,440,CENTRO DE BIOCIENCIAS,440,CENTRO DE BIOCIENCIAS,.440.6206.,27/09/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8795,143306,LABORATORIO DE SIMULACAO NUMERICA,LASIMPET,NATAL,445,CENTRO DE TECNOLOGIA,5075,DEPARTAMENTO DE ENGENHARIA DE PETROLEO,.445.5075.8795.,20/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8786,141610,LABORATORIO DE SINTESE DE POLIMEROS,LABSIPO,NATAL,445,CENTRO DE TECNOLOGIA,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,.445.1589.8786.,20/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8788,141612,LABORATORIO DE SINTESE QUIMICA DE MATERIAIS,LSQM,NATAL,445,CENTRO DE TECNOLOGIA,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,.445.1589.8788.,20/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4172,151318,LABORATORIO DE SISTEMAS DISPERSOS,LSD,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,196,DEPARTAMENTO DE FARMACIA,.441.196.4172.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
6112,120513,LABORATORIO DE SISTEMAS EM CHIP/DIMAP,LSC/DIMAP,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,125,DEPARTAMENTO DE INFORMATICA E MATEMATICA APLICADA,.439.125.6112.,23/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4547,141508,LABORATORIO DE SISTEMAS ESTRUTURAIS E CONSTRUTIVOS / LABSEC,LABSEC,NATAL,445,CENTRO DE TECNOLOGIA,54,DEPARTAMENTO DE ARQUITETURA,.445.54.4547.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6160,141812,LABORATORIO DE SISTEMAS INTELIGENTES,LABSIS/LECA,NATAL,445,CENTRO DE TECNOLOGIA,56,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO,.445.56.6160.,31/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4473,142110,LABORATORIO DE SISTEMAS PARTICULARES,LSP,NATAL,445,CENTRO DE TECNOLOGIA,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,.445.57.4473.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8789,141613,LABORATORIO DE SOLDAGEM E INSPECAO,LS&I,NATAL,445,CENTRO DE TECNOLOGIA,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,.445.1589.8789.,20/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6389,112265,LABORATORIO DE SOLOS/EAJ,LABSOLOS/EAJ,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6389.,16/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6096,120324,LABORATORIO DE SPUTTERING,LABSPU,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,121,DEPARTAMENTO DE FISICA TEORICA E EXPERIMENTAL,.439.121.6096.,23/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8883,171109,LABORATORIO DE TAXONOMIA E FILOGENIA ANIMAL,TAXFILANIMAL,NATAL,440,CENTRO DE BIOCIENCIAS,183,DEPARTAMENTO DE BOTANICA E ZOOLOGIA,.440.183.8883.,19/08/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8806,142402,LABORATORIO DE TECELAGEM,LABTEC,NATAL,445,CENTRO DE TECNOLOGIA,424,DEPARTAMENTO DE ENGENHARIA TEXTIL,.445.424.8806.,25/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4183,151804,LABORATORIO DE TECNICA DIETETICA,LTD,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,203,DEPARTAMENTO DE NUTRICAO,.441.203.4183.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
7570,10320006,LABORATORIO DE TECNICA DIETETICA,LTD/FACISA,SANTA CRUZ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,4890,FACULDADE DE CIENCIAS DA SAUDE DO TRAIRI - FACISA,.605.4890.7570.,21/03/2013,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
4260,171406,LABORATORIO DE TECNICAS HISTOLOGICAS,labohist,NATAL,440,CENTRO DE BIOCIENCIAS,177,DEPARTAMENTO DE MORFOLOGIA,.440.177.4260.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
6435,131319,LABORATORIO DE TECNOLOGIA CENICA - CENOTEC,LABTECEN,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",139,DEPARTAMENTO DE ARTES,.442.139.6435.,18/11/2011,ACADÊMICA,OPERACIONAL,"ARTES, COMUNICAÇÃO E DIFUSÃO                      ",LABORATÓRIO                                                 ,FIM
6332,112239,LABORATORIO DE TECNOLOGIA DA MADEIRA,LABTECMAD,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6332.,14/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
4474,142111,LABORATORIO DE TECNOLOGIA DE ALIMENTOS,LTA,NATAL,445,CENTRO DE TECNOLOGIA,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,.445.57.4474.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
7572,10320008,LABORATORIO DE TECNOLOGIA DE ALIMENTOS,LTA/FACISA,SANTA CRUZ,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,4890,FACULDADE DE CIENCIAS DA SAUDE DO TRAIRI - FACISA,.605.4890.7572.,21/03/2013,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8038,151806,LABORATORIO DE TECNOLOGIA DE ALIMENTOS,LTA/DNUT,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,203,DEPARTAMENTO DE NUTRICAO,.441.203.8038.,01/01/2013,ADMINISTRATIVA,OPERACIONAL,ADMINISTRATIVO                                    ,ASSESSORIA                                                  ,FIM
6407,112292,LABORATORIO DE TECNOLOGIA DE FERMENTACOES,LABTECFERM,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6407.,16/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
4466,142103,LABORATORIO DE TECNOLOGIA DE MATERIAIS,LTM,NATAL,445,CENTRO DE TECNOLOGIA,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,.445.57.4466.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4160,151306,LABORATORIO DE TECNOLOGIA E BIOTECNOLOGIA FARMACEUTICA,LTECBIOFARMA,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,196,DEPARTAMENTO DE FARMACIA,.441.196.4160.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
8384,19010801,LABORATORIO DE TECNOLOGIA EDUCACIONAL,LABTECEDUC,NATAL,5965,CENTRO DE EDUCACAO,10543,LABORATORIO INTERDISCIPLINAR DE FORMACAO DE EDUCADORES - LIFE,.5965.5966.10543.8384.,14/03/2014,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",LABORATÓRIO                                                 ,FIM
11154,160155,LABORATORIO DE TECNOLOGIAS - CCSA,LAB/TEC/CCSA,NATAL,443,CENTRO DE CIENCIAS SOCIAIS APLICADAS,156,DIRECAO DO CCSA,.443.156.11154.,07/12/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,LABORATÓRIO                                                 ,FIM
4476,142113,LABORATORIO DE TECNOLOGIA SUPERCRITICA E BIODIESEL,LTSB,NATAL,445,CENTRO DE TECNOLOGIA,57,DEPARTAMENTO DE ENGENHARIA QUIMICA,.445.57.4476.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
4218,143601,LABORATORIO DE TELECOMUNICACOES,LABTELEC,NATAL,445,CENTRO DE TECNOLOGIA,5204,DEPARTAMENTO DE ENGENHARIA DE COMUNICACOES,.445.5204.4218.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8816,142412,LABORATORIO DE TEMPOS E MOVIMENTOS DOS PROCESSOS TEXTEIS,LABTEMOVI,NATAL,445,CENTRO DE TECNOLOGIA,424,DEPARTAMENTO DE ENGENHARIA TEXTIL,.445.424.8816.,25/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6124,128812,LABORATORIO DE TENSOATIVOS/IQ,LT/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6124.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
3238,2061,LABORATORIO DE TESTE DO PEZINHO - MEJC,LTP/MEJC,NATAL,447,MATERNIDADE ESCOLA JANUARIO CICCO,447,MATERNIDADE ESCOLA JANUARIO CICCO,.605.447.3238.,24/06/1974,ADMINISTRATIVA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,SETOR                                                       ,FIM
12100,3161,LABORATORIO DE TESTE DO PEZINHO - MEJC,LTP/MEJC,NATAL,8194,SUPERINTENDENCIA DO MEJC - EBSERH,8194,SUPERINTENDENCIA DO MEJC - EBSERH,.8517.8194.12100.,24/06/1974,ADMINISTRATIVA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,SETOR                                                       ,FIM
4153,150909,LABORATORIO DE TOXICOLOGIA,LT,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,117,DEPARTAMENTO DE ANALISES CLINICAS E TOXICOLOGICAS,.441.117.4153.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
3186,141604, LABORATORIO DE TRATAMENTOS TERMICOS e fundicao,LTTF/ENGMAT,NATAL,445,CENTRO DE TECNOLOGIA,1589,DEPARTAMENTO DE ENGENHARIA DE MATERIAIS,.445.1589.3186.,29/07/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8766,17001214,LABORATORIO DE TRIAGEM SECA,LABTRISECA,NATAL,440,CENTRO DE BIOCIENCIAS,8366,DEPARTAMENTO DE ECOLOGIA,.440.8366.8766.,06/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8767,17001215,LABORATORIO DE TRIAGEM UMIDA,LABTRIUMI,NATAL,440,CENTRO DE BIOCIENCIAS,8366,DEPARTAMENTO DE ECOLOGIA,.440.8366.8767.,06/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
4257,142012,LABORATORIO DE TRIBOLOGIA E DINAMICA,LTD,NATAL,445,CENTRO DE TECNOLOGIA,50,DEPARTAMENTO DE ENGENHARIA MECANICA,.445.50.4257.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6419,131504,LABORATORIO DE TV/LABCOM,LABTV,NATAL,442,"CENTRO DE CIENCIAS HUMANAS, LETRAS E ARTES",140,DEPARTAMENTO DE COMUNICACAO SOCIAL,.442.140.6419.,16/11/2011,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",LABORATÓRIO                                                 ,FIM
4445,171307,LABORATORIO DE USO COMUM,LABUC,NATAL,440,CENTRO DE BIOCIENCIAS,181,DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA,.440.181.4445.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8808,142404,LABORATORIO DE VESTUARIO,VEST,NATAL,445,CENTRO DE TECNOLOGIA,424,DEPARTAMENTO DE ENGENHARIA TEXTIL,.445.424.8808.,25/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6417,11225006,LABORATORIO DE VIDEO CONFERENCIA,LABVIDEOCONF,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,6365,CENTRO VOCACIONAL TECNOLOGICO,.605.351.6365.6417.,16/11/2011,ADMINISTRATIVA,OPERACIONAL,INFORMAÇÃO                                        ,LABORATÓRIO                                                 ,FIM
6442,11690022,LABORATORIO DE VIGILANCIA EM SAUDE,LABVIGSAÚDE,NATAL,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,205,ESCOLA DE SAUDE,.605.205.6442.,18/11/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
6230,171521,LABORATORIO DE ZOOBENTOS E CEPHALOPODA,LABZOOCEPHA,NATAL,440,CENTRO DE BIOCIENCIAS,180,DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA,.440.180.6230.,28/09/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
6119,128807,LABORATORIO DIDATICA III DE QUIMICA GERAL,LDQG III/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6119.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6305,128217,LABORATORIO DIDATICO DE COMPUTACAO GEOFISICA,LABDICOMGEO,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,4894,DEPARTAMENTO DE GEOFISICA,.439.4894.6305.,10/11/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6137,128825,LABORATORIO DIDATICO DE FISICO-QUIMICA/IQ,LDFQ/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6137.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
9728,181517,LABORATORIO DIDATICO DE GEOCIENCIAS,LADGEO,CAICÓ,1482,CENTRO DE  ENSINO SUPERIOR DO SERIDO,234,CERES - DEPARTAMENTO DE GEOGRAFIA,.1482.234.9728.,10/03/2016,ACADÊMICA,OPERACIONAL,"CIÊNCIAS HUMANAS, JURÍDICAS E ECONÔMICAS          ",LABORATÓRIO                                                 ,FIM
10515,128218,LABORATORIO DIDATICO DE GEOFISICA I,LABDIGEO-I,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,4894,DEPARTAMENTO DE GEOFISICA,.439.4894.10515.,10/01/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,ASSESSORIA                                                  ,FIM
10516,128219,LABORATORIO DIDATICO DE GEOFISICA II,LABDIGEO-II,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,4894,DEPARTAMENTO DE GEOFISICA,.439.4894.10516.,10/01/2017,ACADÊMICA,ESTRATÉGICO,ADMINISTRATIVO                                    ,ASSESSORIA                                                  ,FIM
6128,128817,LABORATORIO DIDATICO DE METODOS ELETROANALITICOS/IQ,LDME/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6128.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6129,128818,LABORATORIO DIDATICO DE METODOS ESPECTROSCOPICOS DE ANALISE/IQ,LDMEA/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6129.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6121,128809,LABORATORIO DIDATICO DE QUIMICA ANALITICA,LDQA/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6121.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6127,128816,LABORATORIO DIDATICO DE QUIMICA INORGANICA,LDQI/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6127.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8876,171102,LABORATORIO DIDATICO DO DBEZ,LABDID/DBEZ,NATAL,440,CENTRO DE BIOCIENCIAS,183,DEPARTAMENTO DE BOTANICA E ZOOLOGIA,.440.183.8876.,19/08/2014,ADMINISTRATIVA,GERENCIAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8756,17001204,LABORATORIO DIDATICO I,LABDID I,NATAL,440,CENTRO DE BIOCIENCIAS,8366,DEPARTAMENTO DE ECOLOGIA,.440.8366.8756.,06/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
6117,128805,LABORATORIO DIDATICO I DE QUIMICA GERAL/IQ,LDQG I/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6117.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6122,128810,LABORATORIO DIDATICO I DE QUIMICA ORGANICA,LDQO I/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6122.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8757,17001205,LABORATORIO DIDATICO II,LABDID II,NATAL,440,CENTRO DE BIOCIENCIAS,8366,DEPARTAMENTO DE ECOLOGIA,.440.8366.8757.,06/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
6118,128806,LABORATORIO DIDATICO II DE QUIMICA GERAL/IQ,LDQG II/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6118.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
6123,128811,LABORATORIO DIDATICO II DE QUIMICA ORGANICA/IQ,LDQO II/IQ,NATAL,439,CENTRO DE CIENCIAS EXATAS E DA TERRA,6025,INSTITUTO DE QUIMICA,.439.6025.6123.,25/08/2011,ACADÊMICA,OPERACIONAL,CIÊNCIAS EXATAS E DA NATUREZA                     ,LABORATÓRIO                                                 ,FIM
8758,17001206,LABORATORIO DIDATICO III,LABDID III,NATAL,440,CENTRO DE BIOCIENCIAS,8366,DEPARTAMENTO DE ECOLOGIA,.440.8366.8758.,06/06/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8887,171113,LABORATORIO DOS ANFIBIOS,LABANFIBIOS,NATAL,440,CENTRO DE BIOCIENCIAS,183,DEPARTAMENTO DE BOTANICA E ZOOLOGIA,.440.183.8887.,19/08/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
8879,171105,LABORATORIO DOS FUNGOS,LBFUNGOS,NATAL,440,CENTRO DE BIOCIENCIAS,183,DEPARTAMENTO DE BOTANICA E ZOOLOGIA,.440.183.8879.,19/08/2014,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
4175,151402,LABORATORIO DO SONO E APRENDIZAGEM MOTORA,LABSONAM,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,201,DEPARTAMENTO DE FISIOTERAPIA,.441.201.4175.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
4161,151307,LABORATORIO ENZIMOLOGIA,LE,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,196,DEPARTAMENTO DE FARMACIA,.441.196.4161.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
6037,171317,LABORATORIO-ESCOLA DE BIOMEDICINA,LABBIO,NATAL,440,CENTRO DE BIOCIENCIAS,181,DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA,.440.181.6037.,15/07/0011,ACADÊMICA,OPERACIONAL,CIÊNCIAS BIOLÓGICAS                               ,LABORATÓRIO                                                 ,FIM
4168,151314,LABORATORIO ESCOLA DE FARMACIA INDUSTRIAL,LEFARIND,NATAL,441,CENTRO DE CIENCIAS DA SAUDE,196,DEPARTAMENTO DE FARMACIA,.441.196.4168.,24/06/1974,ACADÊMICA,OPERACIONAL,CIÊNCIAS DA SAÚDE                                 ,LABORATÓRIO                                                 ,FIM
6408,112293,LABORATORIO E UNIDADE DE ALIMENTOS,LABUNIALI,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6408.,16/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6359,11220009,LABORATORIO E UNIDADE DE AVES ,LABUNAV,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6359.,10/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6340,112288,LABORATORIO E UNIDADE DE BENEFICIAMENTO DE CARNES,LABUNBENCAR,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6340.,10/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6341,112289,LABORATORIO E UNIDADE DE BENEFICIAMENTO DE FRUTAS,LABUNBEFRU,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6341.,10/11/2011,ADMINISTRATIVA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6356,11220010,LABORATORIO E UNIDADE DE BOVINOS DE CORTE E LEITE,LABUNBOVCL,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6356.,10/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6358,11220011,LABORATORIO E UNIDADE DE CAPRINOS E OVINOS,LABUNCAPOVI,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6358.,10/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6410,11220008,LABORATORIO E UNIDADE DE CARCINICULTURA,LABUNICARCI,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6410.,16/11/2011,ADMINISTRATIVA,GERENCIAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6336,112243,LABORATORIO E UNIDADE DE COMPOSTAGEM,LABUNICOMP,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6336.,14/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
6361,11220012,LABORATORIO E UNIDADE DE CUNICULTURA,LABUNCUNICULT,MACAÍBA,605,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,351,ESCOLA AGRICOLA DE JUNDIAI,.605.351.6361.,16/11/2011,ACADÊMICA,OPERACIONAL,AGROPECUÁRIO                                      ,LABORATÓRIO                                                 ,FIM
