numero,ano,id_unidade_requisitante,nome_unidade_requisitante,id_unidade_custo,nome_unidade_custo,data_cadastro,valor,numero_alunos_beneficiados,status
1959,2014,169,COORDENAÇÃO DO CURSO DE DIREITO,169,COORDENAÇÃO DO CURSO DE DIREITO,2014-10-22,800.0,1,EM_LIQUIDACAO
1958,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-22,400.0,1,EM_LIQUIDACAO
1957,2014,103,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,103,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,2014-10-22,2500.0,1,EM_LIQUIDACAO
1956,2014,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2014-10-22,600.0,1,EM_LIQUIDACAO
1955,2014,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,73,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMAS E COMPUTAÇÃO,2014-10-22,2000.0,1,EM_LIQUIDACAO
1954,2014,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2014-10-22,600.0,1,EM_LIQUIDACAO
1953,2014,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2598,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO,2014-10-22,1999.98,1,EM_LIQUIDACAO
1952,2014,6025,INSTITUTO DE QUÍMICA,6025,INSTITUTO DE QUÍMICA,2014-10-22,160.0,1,EM_LIQUIDACAO
1951,2014,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,2014-10-22,500.0,1,EM_LIQUIDACAO
1950,2014,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,2014-10-22,1299.99,1,EM_LIQUIDACAO
1949,2014,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,6014,SECRETARIA DE RELAÇOES INTERNACIONAIS,2014-10-22,1299.99,1,EM_LIQUIDACAO
1948,2014,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,5211,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS,2014-10-21,5100.0,3,EM_LIQUIDACAO
1947,2014,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,7055,APOIO A EVENTOS/CNAES,2014-10-21,1680.0,7,EM_LIQUIDACAO
1946,2014,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,2014-10-21,500.0,1,EM_LIQUIDACAO
1945,2014,7848,VIVER SEM LIMITE - EDUCAÇÃO BILINGUE,7848,VIVER SEM LIMITE - EDUCAÇÃO BILINGUE,2014-10-21,2500.0,1,EM_LIQUIDACAO
1944,2014,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,2014-10-21,900.0,1,EM_LIQUIDACAO
1943,2014,363,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,363,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,2014-10-21,4410.0,7,EM_LIQUIDACAO
1942,2014,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,2014-10-21,500.0,1,EM_LIQUIDACAO
1941,2014,434,PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA,434,PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA,2014-10-21,320.0,1,EM_LIQUIDACAO
1940,2014,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2014-10-21,700.0,2,EM_LIQUIDACAO
1939,2014,6381,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS,6381,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS,2014-10-21,240.0,1,EM_LIQUIDACAO
1938,2014,4846,PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA,4846,PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA,2014-10-20,825.0,1,LIQUIDADA
1937,2014,4846,PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA,4846,PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA,2014-10-20,1435.0,1,LIQUIDADA
1936,2014,5612,PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA (M) - CCET,5612,PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA (M) - CCET,2014-10-20,530.0,1,EM_LIQUIDACAO
1935,2014,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,2014-10-20,500.0,1,EM_LIQUIDACAO
1934,2014,284,ESCOLA DE MÚSICA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-20,600.0,1,EM_LIQUIDACAO
1933,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-20,800.0,1,EM_LIQUIDACAO
1932,2014,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,2014-10-20,1000.0,2,EM_LIQUIDACAO
1931,2014,1442,PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL,1442,PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL,2014-10-20,800.0,1,ESTORNADA
1930,2014,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,2014-10-20,800.0,1,EM_LIQUIDACAO
1929,2014,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,2014-10-20,1000.0,2,EM_LIQUIDACAO
1928,2014,103,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,103,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,2014-10-20,2500.0,2,EM_LIQUIDACAO
1927,2014,434,PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA,434,PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA,2014-10-20,320.0,1,EM_LIQUIDACAO
1926,2014,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,2014-10-20,2500.0,1,EM_LIQUIDACAO
1925,2014,363,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,363,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO,2014-10-17,2750.0,5,EM_LIQUIDACAO
1924,2014,284,ESCOLA DE MÚSICA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-17,600.0,1,EM_LIQUIDACAO
1923,2014,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,2014-10-17,800.0,1,EM_LIQUIDACAO
1922,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-17,600.0,1,EM_LIQUIDACAO
1921,2014,61,ADMINISTRAÇÃO DO CERES - CAICÓ,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-17,150.0,1,EM_LIQUIDACAO
1920,2014,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,351,ESCOLA AGRÍCOLA DE JUNDIAÍ,2014-10-17,2880.0,12,EM_LIQUIDACAO
1919,2014,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,208,COORDENAÇÃO DO CURSO DE FARMÁCIA,2014-10-17,320.0,1,EM_LIQUIDACAO
1918,2014,5579,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMÁTICA E EVOLUÇÃO,5579,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMÁTICA E EVOLUÇÃO,2014-10-17,2595.0,1,EM_LIQUIDACAO
1917,2014,4885,ESCOLA DE CIÊNCIAS E TECNOLOGIA,7055,APOIO A EVENTOS/CNAES,2014-10-17,160.0,1,EM_LIQUIDACAO
1916,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-17,400.0,1,EM_LIQUIDACAO
1915,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-17,600.0,1,EM_LIQUIDACAO
1914,2014,5239,TERMO DE COOPERAÇÃO ANP/PRH 14 - ENGENHARIA QUÍMICA,5239,TERMO DE COOPERAÇÃO ANP/PRH 14 - ENGENHARIA QUÍMICA,2014-10-17,267.0,1,FINALIZADA
1913,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-17,800.0,1,EM_LIQUIDACAO
1912,2014,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,65,PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM,2014-10-17,600.0,2,EM_LIQUIDACAO
1911,2014,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,367,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOBIOLOGIA,2014-10-17,1600.0,4,EM_LIQUIDACAO
1910,2014,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,2014-10-17,240.0,1,ENVIADA
1909,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,2014-10-17,800.0,1,EM_LIQUIDACAO
1908,2014,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,2014-10-16,2500.0,1,EM_LIQUIDACAO
1907,2014,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,102,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO,2014-10-16,750.0,1,EM_LIQUIDACAO
1906,2014,284,ESCOLA DE MÚSICA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-16,600.0,1,EM_LIQUIDACAO
1905,2014,1456,FUNDO DE EXTENSÃO,1456,FUNDO DE EXTENSÃO,2014-10-16,9015.36,3,EM_LIQUIDACAO
1904,2014,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,2014-10-16,800.0,1,EM_LIQUIDACAO
1903,2014,8154,"TRONCO, RAMOS E RAIZES II - PATRIMÔNIO ÉTNICO DO SERIDÓ",8154,"TRONCO, RAMOS E RAIZES II - PATRIMÔNIO ÉTNICO DO SERIDÓ",2014-10-16,120.0,1,EM_LIQUIDACAO
1902,2014,8154,"TRONCO, RAMOS E RAIZES II - PATRIMÔNIO ÉTNICO DO SERIDÓ",8154,"TRONCO, RAMOS E RAIZES II - PATRIMÔNIO ÉTNICO DO SERIDÓ",2014-10-16,120.0,1,EM_LIQUIDACAO
1901,2014,162,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-16,120.0,1,EM_LIQUIDACAO
1900,2014,8153,INICIES - INCUBADORA DE INICIATIVAS DE EMPREENDIEMNTOS SOLIDÁRIOS DA UNIVERSIADE FEDERAL DO RIO GRANDE DO NORTE,8153,INICIES - INCUBADORA DE INICIATIVAS DE EMPREENDIEMNTOS SOLIDÁRIOS DA UNIVERSIADE FEDERAL DO RIO GRANDE DO NORTE,2014-10-16,640.0,1,EM_LIQUIDACAO
1899,2014,61,ADMINISTRAÇÃO DO CERES - CAICÓ,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-16,600.0,1,EM_LIQUIDACAO
1898,2014,7739,EM/OSUFRN,7739,EM/OSUFRN,2014-10-16,9780.0,34,EM_LIQUIDACAO
1897,2014,8147,CIRCUITO CULTURAL UNIVERSITÁRIO (UNE)VERSOS DAS ARTES,8147,CIRCUITO CULTURAL UNIVERSITÁRIO (UNE)VERSOS DAS ARTES,2014-10-15,1280.0,8,EM_LIQUIDACAO
1896,2014,8147,CIRCUITO CULTURAL UNIVERSITÁRIO (UNE)VERSOS DAS ARTES,8147,CIRCUITO CULTURAL UNIVERSITÁRIO (UNE)VERSOS DAS ARTES,2014-10-15,3840.0,16,EM_LIQUIDACAO
1895,2014,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,2014-10-15,1400.0,2,EM_LIQUIDACAO
1894,2014,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2014-10-15,8160.0,34,EM_LIQUIDACAO
1893,2014,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,2014-10-15,2100.0,3,EM_LIQUIDACAO
1892,2014,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,2014-10-15,2100.0,3,EM_LIQUIDACAO
1891,2014,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2014-10-15,1600.0,2,EM_LIQUIDACAO
1890,2014,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,105,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO,2014-10-15,4400.0,2,EM_LIQUIDACAO
1889,2014,211,COORDENAÇÃO DO CURSO DE NUTRIÇÃO,211,COORDENAÇÃO DO CURSO DE NUTRIÇÃO,2014-10-15,400.0,1,ESTORNADA
1888,2014,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,2014-10-15,600.0,1,ENVIADA
1887,2014,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,2014-10-15,800.0,1,EM_LIQUIDACAO
1886,2014,5240,TERMO DE COOPERAÇÃO ANP/PRH 22 - GEOLOGIA,5240,TERMO DE COOPERAÇÃO ANP/PRH 22 - GEOLOGIA,2014-10-15,1430.0,1,LIQUIDADA
1885,2014,315,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA,315,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA,2014-10-15,1200.0,2,EM_LIQUIDACAO
1884,2014,61,ADMINISTRAÇÃO DO CERES - CAICÓ,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-15,600.0,1,EM_LIQUIDACAO
1883,2014,61,ADMINISTRAÇÃO DO CERES - CAICÓ,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-15,600.0,1,EM_LIQUIDACAO
1882,2014,5579,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMÁTICA E EVOLUÇÃO,5579,PROGRAMA DE PÓS-GRADUAÇÃO EM SISTEMÁTICA E EVOLUÇÃO,2014-10-15,560.5,1,EM_LIQUIDACAO
1881,2014,4847,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS,4847,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS,2014-10-15,3000.0,1,EM_LIQUIDACAO
1880,2014,5374,COORDENAÇÃO DO CURSO DE ENGENHARIA DE AQUICULTURA,7857,APOIO À MOBILIDADE - PROAE,2014-10-15,2880.0,6,LIQUIDADA
1879,2014,8067,SECRETARIA ADMINISTRATIVA DA DIRETORIA ADMINISTRATIVA DA FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2014-10-15,1200.0,10,EM_LIQUIDACAO
1878,2014,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,4890,FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA,2014-10-15,800.0,1,EM_LIQUIDACAO
1877,2014,185,CB - COORDENAÇÃO DO CURSO DE CIÊNCIAS BIOLÓGICAS - LICENCIATURA,185,CB - COORDENAÇÃO DO CURSO DE CIÊNCIAS BIOLÓGICAS - LICENCIATURA,2014-10-15,160.0,1,EM_LIQUIDACAO
1876,2014,185,CB - COORDENAÇÃO DO CURSO DE CIÊNCIAS BIOLÓGICAS - LICENCIATURA,7055,APOIO A EVENTOS/CNAES,2014-10-15,800.0,1,EM_LIQUIDACAO
1875,2014,169,COORDENAÇÃO DO CURSO DE DIREITO,169,COORDENAÇÃO DO CURSO DE DIREITO,2014-10-15,400.0,1,ESTORNADA
1874,2014,169,COORDENAÇÃO DO CURSO DE DIREITO,7055,APOIO A EVENTOS/CNAES,2014-10-15,1600.0,2,EM_LIQUIDACAO
1873,2014,7261,PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA,7261,PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA,2014-10-15,2400.0,3,EM_LIQUIDACAO
1872,2014,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,2014-10-14,3100.0,1,EM_LIQUIDACAO
1871,2014,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,2014-10-14,1800.0,1,EM_LIQUIDACAO
1870,2014,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,104,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA,2014-10-14,1750.0,1,EM_LIQUIDACAO
1869,2014,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,2014-10-14,800.0,1,ENVIADA
1868,2014,8266,CULTIVO DE ALGAS MARINHAS: TECNOLOGIA SOCIAL E AMBIENTAL APOIANDO COMUNIDADES TRADICIONAIS NO NORDESTE DO BRASIL,8266,CULTIVO DE ALGAS MARINHAS: TECNOLOGIA SOCIAL E AMBIENTAL APOIANDO COMUNIDADES TRADICIONAIS NO NORDESTE DO BRASIL,2014-10-14,600.0,1,EM_LIQUIDACAO
1867,2014,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,2014-10-14,480.0,2,EM_LIQUIDACAO
1866,2014,284,ESCOLA DE MÚSICA,284,ESCOLA DE MÚSICA,2014-10-14,1800.0,3,EM_LIQUIDACAO
1865,2014,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,4073,PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS,2014-10-14,7200.0,9,EM_LIQUIDACAO
1864,2014,423,PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA,423,PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA,2014-10-14,12600.0,18,EM_LIQUIDACAO
1863,2014,99,COORDENAÇÃO DO CURSO ENGENHARIA TÊXTIL,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-14,320.0,1,EM_LIQUIDACAO
1862,2014,5965,CENTRO DE EDUCAÇÃO,7055,APOIO A EVENTOS/CNAES,2014-10-13,120.0,1,EM_LIQUIDACAO
1861,2014,364,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA,364,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA,2014-10-13,1200.0,1,EM_LIQUIDACAO
1860,2014,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,2014-10-13,600.0,1,EM_LIQUIDACAO
1859,2014,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,325,PROGRAMA DE PÓS-GRADUAÇÃO EM GEODINÂMICA E GEOFÍSICA,2014-10-13,350.0,1,EM_LIQUIDACAO
1858,2014,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,2014-10-13,500.0,1,EM_LIQUIDACAO
1857,2014,5965,CENTRO DE EDUCAÇÃO,7055,APOIO A EVENTOS/CNAES,2014-10-13,120.0,1,EM_LIQUIDACAO
1856,2014,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,207,COORDENAÇÃO DO CURSO DE ENFERMAGEM,2014-10-13,720.0,3,FINALIZADA
1855,2014,52,DEPARTAMENTO DE ENGENHARIA CIVIL,52,DEPARTAMENTO DE ENGENHARIA CIVIL,2014-10-13,250.0,10,ESTORNADA
1854,2014,163,DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-13,800.0,1,EM_LIQUIDACAO
1853,2014,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,360,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS,2014-10-13,800.0,1,EM_LIQUIDACAO
1852,2014,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,404,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO,2014-10-13,2100.0,3,EM_LIQUIDACAO
1851,2014,7851,PROGRAMA QUALIDADE DE VIDA,7851,PROGRAMA QUALIDADE DE VIDA,2014-10-13,1.0,1,ESTORNADA
1850,2014,284,ESCOLA DE MÚSICA,284,ESCOLA DE MÚSICA,2014-10-13,400.0,1,EM_LIQUIDACAO
1849,2014,64,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA,64,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA,2014-10-13,1000.0,1,EM_LIQUIDACAO
1848,2014,7261,PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA,7261,PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA,2014-10-13,840.0,1,EM_LIQUIDACAO
1847,2014,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,91,COORDENAÇÃO DO CURSO DE ARQUITETURA E URBANISMO,2014-10-13,320.0,1,EM_LIQUIDACAO
1846,2014,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,2014-10-13,1000.0,1,EM_LIQUIDACAO
1845,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-13,1600.0,2,EM_LIQUIDACAO
1844,2014,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,85,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA,2014-10-13,1600.0,1,EM_LIQUIDACAO
1843,2014,6025,INSTITUTO DE QUÍMICA,7055,APOIO A EVENTOS/CNAES,2014-10-13,160.0,1,EM_LIQUIDACAO
1842,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,7055,APOIO A EVENTOS/CNAES,2014-10-13,600.0,1,EM_LIQUIDACAO
1841,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,4886,AJUDA FINANCEIRA AO ESTUDANTE,2014-10-13,800.0,1,EM_LIQUIDACAO
1840,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,7055,APOIO A EVENTOS/CNAES,2014-10-13,800.0,1,EM_LIQUIDACAO
1839,2014,2562,CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA,7055,APOIO A EVENTOS/CNAES,2014-10-13,800.0,1,EM_LIQUIDACAO
1838,2014,92,COORDENAÇÃO DO CURSO ENGENHARIA CIVIL,92,COORDENAÇÃO DO CURSO ENGENHARIA CIVIL,2014-10-13,800.0,1,EM_LIQUIDACAO
1837,2014,64,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA,64,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA,2014-10-10,1000.0,1,EM_LIQUIDACAO
1836,2014,3014,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA,3014,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA,2014-10-10,1000.0,1,EM_LIQUIDACAO
1835,2014,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2014-10-10,800.0,1,EM_LIQUIDACAO
1834,2014,1465,JOGOS UNIVERSITÁRIOS,1465,JOGOS UNIVERSITÁRIOS,2014-10-10,120.0,1,EM_LIQUIDACAO
1833,2014,210,COORDENAÇÃO DO CURSO DE MEDICINA,210,COORDENAÇÃO DO CURSO DE MEDICINA,2014-10-10,800.0,1,CADASTRADA
1832,2014,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,412,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM,2014-10-10,500.0,1,EM_LIQUIDACAO
1831,2014,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,435,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA,2014-10-10,700.0,1,ENVIADA
